id,nom,type,latitude,longitude,district_region,departement_commune,verifie,niveau,shapeID
cmrev3ng800rxyo7ez68yxcyp,Mahandiana-Sokourani,sous_prefecture,10.25505054585826,-6.764507620089506,Mahandiana-Sokourani,,oui,ADM3,97208781B6028709527752
cmrev3nge00rzyo7efk9l1j1b,Mahandougou,sous_prefecture,9.007102487166712,-7.830912155904713,Mahandougou,,oui,ADM3,97208781B78554116184397
cmrev3ngj00s1yo7edm2rv4e2,Mahapleu,sous_prefecture,7.16799395640005,-7.971024816671385,Mahapleu,,oui,ADM3,97208781B99989752666504
cmrev3ngp00s3yo7eqjzt65ep,Mamini,sous_prefecture,7.818021897955274,-4.663440028716369,Mamini,,oui,ADM3,97208781B31383292827998
cmrev3ngv00s5yo7ev1fqrx3c,Maminigui,sous_prefecture,7.374860063952433,-5.891970747206301,Maminigui,,oui,ADM3,97208781B26245806980112
cmrev3nh100s7yo7ez5lxr6p2,Man,sous_prefecture,7.429450106039786,-7.596857707523132,Man,,oui,ADM3,97208781B48140615002975
cmrev3nh700s9yo7e185vd116,Mankono,sous_prefecture,8.018887399645676,-6.084668627572764,Mankono,,oui,ADM3,97208781B10157612193250
cmrev3nhd00sbyo7e4dk9qcbw,Marabadiassa,sous_prefecture,8.08797672435719,-5.482266994857096,Marabadiassa,,oui,ADM3,97208781B59108895157812
cmrev3nhk00sdyo7ep69q26ry,Marandallah,sous_prefecture,8.437161118507737,-5.813373326230721,Marandallah,,oui,ADM3,97208781B93578745835366
cmrev3nhq00sfyo7ewjevron8,Massala,sous_prefecture,7.920248244235343,-6.388078667808774,Massala,,oui,ADM3,97208781B23550250249751
cmrev3nhv00shyo7em0j0cmba,Méagui,sous_prefecture,5.42955424152946,-6.589094125926423,Méagui,,oui,ADM3,97208781B49832021990145
cmrev3ni100sjyo7ex8h2tovh,Medon,sous_prefecture,5.192242011582325,-6.177402664113876,Medon,,oui,ADM3,97208781B99219769012955
cmrev3ni600slyo7ec5ssku1j,Mékro,sous_prefecture,7.223905205619092,-4.646603122047571,Mékro,,oui,ADM3,97208781B11881347899246
cmrev3nib00snyo7eguzjbbgo,Méo,sous_prefecture,6.454765771357712,-8.340811491102144,Méo,,oui,ADM3,97208781B15477288261625
cmrev3nig00spyo7e4fm4egu9,Minignan,sous_prefecture,9.990439432154975,-7.837797586901362,Minignan,,oui,ADM3,97208781B66266340076843
cmrev3nim00sryo7e3gb2rlo2,Molonou,sous_prefecture,7.174505704404303,-5.515907995946761,Molonou,,oui,ADM3,97208781B71756364423359
